ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
배구,,서울,송파구,송파구 지체장애인 여성좌식배구교실,지체장애,토 20:00-22:00,,20220401~20220930,20220401~20220930
배구,,광주,광산구,(기금) 2022 지체장애인 좌식배구교실(김정희),지체장애,매주 수 18:30~21:00,,20220105~20220331,20220406~20221116
배구,,광주,서구,(기금) 2022 지체장애인 좌식배구교실(안희진),지체장애,매 주 수요일 19:00~21:00,,20220328~20220401,20220404~20221128
배구,,광주,서구,(기금) 2022 여성장애인 좌식배구교실(안희진),지체장애,매 주 목 19:00~21:00,,20220328~20220331,20220407~20221103
배구,,전남,순천시,2022 전남 순천시 장애인생활체육 배구교실,지체장애,16:00~17:00,,20220301~20220331,20220407~20220922
배구,,전남,목포시,2022 전남 목포시 장애인생활체육 배구교실,지체장애,14:00~15:00,,20220301~20220331,20220402~20220924
배구,,전남,완도군,2022 전남 완도군 장애인생활체육 좌식배구교실,지체장애,13:00~14:00,,20220301~20220331,20220416~20221112
배구,,충북,진천군,2022년 스우파 좌식배구교실,지체장애,"화,목18:30-19:30",,20220201~20220331,20220331~20221031
배구,,충북,진천군,2022년 프로토스 좌식배구교실,지체장애,화19:30-21:00 / 금19:0,,20220201~20220331,20220331~20221031
배구,,충북,진천군,2022년 장애인생활체육 스파이크 배구교실,지적장애,"화,목18:00-20:00",,20220201~20220331,20220331~20221031
배구,,전남,순천시,2022 전남 순천시 장애인생활체육 좌식배구교실(기금),기타장애,15:30~16:30,기금사업,20220201~20220231,20220318~20220902
배구,,전남,여수시,2022 전남 여수시 장애인생활체육 어울림배구교실(기금),지체장애,18:00~19:00,기금사업,20220301~20220331,20220407~20221124
배구,,전남,목포시,2022 전남 목포시 장애인생활체육 튼튼누리 배구교실,지적장애,10:00~11:00,,20220301~20220331,20220423~20221126
배구,,충남,보령시,(시비)2022년 보령머드 좌식배구교실,지체장애,화 18:30~20:30,,20220329~20221011,20220329~20221011
배구,,경북,안동시,발달장애청소년 배구프로그램(안동시장애인부모회),지적장애,"화, 15:30~16:30",,20220301~20220930,20220405~20220927
배구,,경남,진주시,(기금)2022 멋진여성 생활체육교실,지체장애,"토, 목 16:00~18:00",,20220401~20220930,20220401~20220930
배구,,전북,고창군,좌식배구 교실,기타장애,매주 월 19:00 - 21:00,,22.01.01~22.06.01,22.06.01~22.11.30
배드민턴,,전북,전주시,2022 전북장애인생활체육 장애배드민턴,지적장애,24회,,20220101~20220430,20220601~20221130
배드민턴,,광주,서구,(기금) 2022 지적장애인 배드민턴교실(정수빈),지적장애,매주 화 14:00~15:00,,20220101~20220331,20220405~20220927
배드민턴,,전북,전주시,2022 전북장애인생활체육 어울림배드민턴,지적장애,20회,,20220101~20220430,20220601~20221130
배드민턴,,충남,보령시,(시비)2022년 장애청소년 배드민턴 교실,지적장애,월 14:50~15:50,,20220404~20221031,20220404~20221031
배드민턴,,광주,남구,(기금) 2022 지체장애인 배드민턴교실(남구장애인체육회-곽민경),지체장애,매주 화 13:30~15:30,,20220201~20220331,20220405~20220927
배드민턴,,대전,유성구,2022 배드민턴 생활체육교실,지체장애,"화, 목 16:00 ~ 18:00",,20220405~20221129,20220405~20221129
배드민턴,,충남,서천군,(군비)서천군 좌식배드민턴교실,지체장애,화/목 10:00~11:00,,20220101~20221231,20220315~20221231
배드민턴,,전북,진안군,2022 전북장애인생활체육 배드민턴교실(진안),기타장애,19:00~20:30,,20220101~20220301,20220601~20221231
배드민턴,,세종,,2022년 지체장애인생활체육배드민턴교실,지체장애,매주 일 오후 18:00~20:00,,20220201~20220331,20220401~20220930
배드민턴,,경기,부천시,부천시 배드민턴 교실(시군),지적장애,18:00-20:00,,20220101~20221231,20220101~20221231
배드민턴,,경북,영주시,2022년 장애인 &amp;quot;하이파이브&amp;quot; 배드민턴 생활체육교실(영주시장애인종합복지관),기타장애,월 14:00-16:00,,20220301~20220930,20220404~20221017
배드민턴,,충북,증평군,2022년 장애인생활체육 행복한배드민턴교실,청각장애,토 11:30~12:30,,20220201~20220331,20220331~20221031
배드민턴,,제주,제주시,(기금)직장장애인 배드민턴 교실,지체장애,매주일요일 12:00~14:00,,20220301~20221130,20220401~20221130
배드민턴,,서울,금천구,2022 금천구 장애인 배드민턴교실,기타장애,수 13:00-15:00,,20220406~20221026,20220406~20221026
배드민턴,,충북,제천시,2022년 제천시 장애청소년직업적응훈련시설 배드민턴교실,뇌병변장애,목 09:30-11:30,,20220201~20220331,20220331~20221031
배드민턴,,세종,,2022 장애인생활체육청소년 배드민턴교실,지적장애,매주 목 오후 15:00~17:00,,20220201~20220331,20220407~20220929
배드민턴,,대전,동구,2022년 배드민턴 생활체육교실,지적장애,월 16:30 ~ 18:30,,20220405~20221004,20220405~20221004
배드민턴,,강원,속초시,(도비) 속초시 장애인 배드민턴교실,뇌병변장애,매주 목 13:00-15:00,ㅇ 건전한 여가활동으로 스트레스 해소 및 집중력 향상을 위한 배드민턴교실,20220301~20220331,20220407~20221124
배드민턴,,전북,부안군,서림 배드민턴 교실,지적장애,"월, 금 14:00 - 16:00",,20220101~20221231,20220101~20221231
배드민턴,,서울,송파구,2022 송파구 지적장애인 배드민턴교실,지적장애,"화,목 16:00-18:00",,20220401~20220930,20220401~20220930
배드민턴,,대전,서구,2022 배드민턴 생활체육교실,지적장애,금 10:00 ~ 12:00,,20220422~20221021,20220422~20221021
배드민턴,,경북,경주시,지적장애 콕콕 배드민턴교실(경주시장애인종합복지관),지적장애,"목, 15:30~16:30",,20220301~20220930,20220324~20220922
배드민턴,,경북,상주시,뻔뻔한 배드민턴 스포츠단(상주시장애인보호작업시설),지적장애,"금, 10:00~11:00",,20220301~20220930,20220401~20220916
배드민턴,,전북,고창군,아름배드민턴교실,지적장애,매주 수 10:00 - 12:00,,22.01.01~22.06.01,22.06.01~22.11.30
배드민턴,,전남,진도군,2022 전남 진도군 장애인생활체육 뉴스포츠교실(기금),지적장애,13:30~14:30,기금사업,20220301~20220331,20220413~20221109
배드민턴,,광주,북구,(기금)2022 광주북구 청각장애인 생활체육 배드민턴교실(김숙희),청각장애,매주 월 14:30~16:00,,20220201~20220310,20220328~20221031
배드민턴,,경기,가평군,가평군 하이클리어 배드민턴 교실(시군),지적장애,18:30-20:00,,20220101~20221231,20220101~20221231
배드민턴,,광주,북구,(기금)2022 광주북구 지적장애인 생활체육 배드민턴교실(김숙희),지적장애,매주 월 10:40~12:40,,20220201~20220310,20220328~20221031
배드민턴,,서울,강동구,2022 강동구 지적장애인 태권도교실,지적장애,금 10:00-11:00,,20220401~20220930,20220401~20220930
배드민턴,,인천,남동구,2022년 인재하이고 배드민턴교실,지적장애,목 13:30 ~ 15:20,사업명: 2022년 인재하이고 배드민턴교실  운영일시:목(13:30 ~ 15:20) / 토(09:00 ~ 11:50)  운영장소:인제고등학교 다목적 강당  운영종목:배드민턴,20220401~20221231,20220401~20221231
배드민턴,,서울,강동구,2022 강동구 지적장애인 라켓스포츠교실,지적장애,수 10:00-12:00,,20220406~20221214,20220406~20221214
배드민턴,,경북,구미시,drop shot 배드민턴교실(구미시장애인체육관),지적장애,"수, 10:30~11:30",,20220301~20220930,20220629~20221026
배드민턴,,인천,남구,2022년 엘리트 배드민턴교실,지체장애,월/수/금 14:00 ~ 16:00,사업명: 2022년 엘리트 배드민턴교실  운영일시:월수금(14:00 ~ 16:00)  운영장소:인천장애인국민체육센터  운영종목:배드민턴,20220401~20221231,20220401~20221231
배드민턴,,경북,문경시,2022년 어르신 좌식배드민턴교실(문경시장애인종합복지관),기타장애,"수목, 15:00~16:00",,20220301~20220630,20220406~20220630
배드민턴,,전남,완도군,2022 전남 완도군 장애인생활체육 배드민턴교실,지체장애,14:00~15:00,,20220301~20220331,20220409~20221126
배드민턴,,경기,고양시,고양시 콕놀이 배드민턴교실,지적장애,09:00-10:00,,20220101~20221231,20220101~20221231
배드민턴,,서울,성동구,2022 성동구 지체장애인 배드민턴교실,지체장애,"월,수,금 19:00-21:50",,20220401~20220930,20220401~20220930
배드민턴,,경기,고양시,고양시 상록수 배드민턴 교실(시군),지적장애,13:00-14:00,,20220101~20221231,20220101~20221231
배드민턴,,경기,파주시,파주시 새얼 배드민턴 교실,지적장애,09:10-10:30,,20220101~20221231,20220101~20221231
배드민턴,,충남,홍성군,(군비) 2022 홍성군 지적성인배드민턴교실,지적장애,"화,목요일 10:00~11:30",,20220101~20221231,20220101~20221231
배드민턴,,부산,사상구,하이클리어 배드민턴 교실,기타장애,목요일 13:00~15:00,,20220301~20220401,20220407~20221208
배드민턴,,경남,사천시,(기금)2022년 사천시장애인배드민턴생활체육교실,지적장애,월 10:00~11:00,,20220401~20220930,20220401~20220930
배드민턴,,울산,중구,2022지체장애인배드민턴교실_제2장애인체육관,지체장애,매주 화요일 10:00~11:00,,20220101~20221130,20220101~20221231
배드민턴,,경남,창원시,(지방비)2022년 창원시휠체어배드민턴체어맨교실,지체장애,"월,목,금 18:00-20:00",,20220401~20220930,20220401~20220930
배드민턴,,대구,수성구,2022년 대구청각장애인배드민턴생활체육교실(군위수어),청각장애,매주 목 18:00~19:00,"누구든 쉽게 접할 수 있는 배드민턴 운동을 통해 기초체력을 증진하고자 함. 농인과 청인의 친목도모와 유대를 강화하고, 여가생활을 즐길 수 있는 여건을 만들어 자립심을 고취시키고자 함. 농인에 대한 인식 개선 및 지위 확보 및 농인 배드민턴 선수를 발굴, 육성하고자 함.",20220501~20220511,20220512~20221022
배드민턴,,대전,대덕구,2022 장애인 배드민턴 생활체육교실,지적장애,"화, 목 16:00 ~ 18:00",,20220425~20221129,20220425~20221129
배드민턴,,충남,천안시,(시비)참아름배드민턴교실,지적장애,수 10:00~12:00,,20221005~20221221,20221005~20221221
배드민턴,,충남,논산시,(도비)장애청소년 배드민턴 교실,지적장애,-,,20220301~20221130,20220301~20221130
배드민턴,,경기,용인시,용인시 장애인 배드민턴 교실,지체장애,14:00-16:00,,20220101~20221231,20220101~20221231
배드민턴,,부산,강서구,"강서장애인생활체육교실(탁구,배드민턴)",기타장애,탁구:월수금/배드민턴:목금16~18,,20220201~20220301,20220302~20221030
배드민턴,,울산,북구,2022청소년배드민턴교실_무룡고,지적장애,매주화요일10:30~11:15,,20220101~20221130,20220101~20221231
배드민턴,,경기,연천군,연천군 배드민턴 교실,지체장애,13:30-14:30,,20220101~20221231,20220101~20221231
배드민턴,,경기,고양시,고양시 콕사랑 배드민턴교실,지적장애,10:00-11:00,,20220101~20221231,20220101~20221231
배드민턴,,전남,신안군,2022 전남 신안군 장애인생활체육 배드민턴교실,지적장애,10:00~11:00,,20220401~20220431,20220506~20221021
배드민턴,,경남,통영시,(기금)2022년 통영장애인 배드민턴 생활체육교실,지적장애,수 10:00-11:30,,20220401~20220930,20220401~20220930
배드민턴,,경기,고양시,(국비) 배드민턴교실,지적장애,수 10:00 ~ 11:00,,20220401~20220730,20220401~20221130
배드민턴,,경기,남양주시,남양주시 배드민턴 교실,청각장애,13:00-15:00,,20220101~20221231,20220101~20221231
배드민턴,,세종,,지적장애인배드민턴교실,지적장애,매주 금 오후 18:30~20:00,,22.03.01~20220331,20220401~20220930
배드민턴,,전남,여수시,2022 전남 여수시 장애인생활체육 초보자배드민턴교실,지적장애,19:00~21:00,,20220401~20220431,20220504~20221026
배드민턴,,전남,여수시,2022 전남 여수시 장애인생활체육 왕초보 배드민턴교실(기금),지적장애,10:30~11:30,기금사업,20220301~20220331,20220401~20221118
배드민턴,,대구,수성구,2022년 대구지적장애인배드민턴생활체육교실(시지주간),지적장애,0000,"배드민턴프로그램은 지역사회 체육시설 및 공원일대를 이용함으로서 사회적응에 도움을 주었을 뿐만 아니라 음악을 통한 배드민턴기본기익히기, 풋워크동작배우기 등을 통해 운동이 즐겁고 재미있는 것이라는 것을 인식하게 함. 복식경기를 통해 성취감도 높이고 심신안정에도 도움이 됨.  배드민턴 기본동작이나 풋워크 동작과 병행하여 달리기, 줄넘기등 체력운동위주로  체력을 단련하여 재미와 운동효과를 높일수 있음.",20220201~20220331,20220405~20221025
배드민턴,,전남,여수시,2022 전남 여수시 장애인생활체육 중증장애인 배드민턴교실(기금),지적장애,10:00~11:30,기금사업,20220301~20220331,20220401~20221118
배드민턴,,경기,양주시,양주시 ‘불타는 금요일’ 배드민턴 교실,지적장애,14:00-15:00,,20220101~20221231,20220101~20221231
배드민턴,,충남,부여군,(도비)부여정보고 장애청소년 배드민턴교실,지적장애,-,,20220301~20221130,20220301~20221130
배드민턴,,충남,서천군,(도비)AB 배드민턴교실,지적장애,-,,20220301~20221130,20220301~20221130
배드민턴,,전남,순천시,2022 전남 순천시 장애인생활체육 농아인배드민턴교실(기금),청각장애,14:00~16:00,기금사업,20220401~20220430,20220503~20221122
배드민턴,,충남,청양군,(기금)장애청소년 배드민턴교실,지적장애,-,,20220101~20221231,20220101~20221231
배드민턴,,광주,북구,(시비)2022 지적장애인 배드민턴교실(윤자민),지적장애,매주 금 19:00~21:00,,20220103~20220421,20220422~20220923
배드민턴,,전남,보성군,2022 전남 보성군 장애인생활체육 배드민턴교실(기금),청각장애,13:30~14:30,기금사업,20220301~20220331,20220401~20221130
배드민턴,,충북,음성군,2022년 장애인생활체육 음성고 배드민턴교실,지적장애,금10:00~12:00,,20220201~20220331,20220331~20221031
배드민턴,,경기,안성시,안성시 배드민턴 교실(시군),지적장애,18:30-19:30,,20220101~20221231,20220101~20221231
배드민턴,,경기,성남시,성남시 꿈나무 배드민턴 교실(시군),지적장애,10:00-11:00,,20220101~20221231,20220101~20221231
배드민턴,,광주,북구,(기금)2022 광주북구 장애인 생활체육 청소년 배드민턴 교실(김재칠),지적장애,매주 화 09:00~10:30,,20220208~20220222,20220405~20220927
보치아,,부산,북구,부산뇌병변복지관 보치아교실,기타장애,매주목요일 14:00-17:00,,20220301~20220322,20220331~20221124
보치아,,부산,북구,다시만난전성기교실20220711,지체장애,매주월수금 15:00~17:00,,20220101~20220116,20220116~20220711
보치아,,경기,양주시,양주시 실로암 보치아&amp;뉴스포츠 교실,지적장애,14:00~15:00,,20220101~20221231,20220101~20221231
보치아,,강원,속초시,(국비) 속초시 장애인 보치아교실,뇌병변장애,매주 목 13:00-15:00,ㅇ 기본 운동 능력 및 체력향상을 위한 보치아교실,20220301~20220331,20220421~20221117
보치아,,광주,북구,(기금)2022 광주북구 지체장애인 생활체육 보치아 교실(김재칠),지체장애,매주 월 10:30~12:00,,20220207~20220228,20220404~20220926
보치아,,전남,광양시,2022 전남 광양시 장애인생활체육 보치아교실,기타장애,10:00~11:30,,20220301~20220331,20220408~20221030
보치아,,전남,보성군,2022 전남 보성군 장애인생활체육 보치아교실,지체장애,13:00~14:30,,20220301~20220331,20220406~20221124
보치아,,전남,담양군,2022 전남 담양군 장애인생활체육 시니어보치아교실,기타장애,15:00~16:00,,20220301~20220331,20220404~20221031
보치아,,경기,의왕시,의왕시 장애인 보치아교실,지적장애,14:00-16:00,,20220101~20221231,20220101~20221231
보치아,,충남,서산시,(기금)쇠똥구리 보치아교실,지체장애,-,,20220301~20221130,20220301~20221130
보치아,,경기,안양시,(국비) 어르신 보치아 교실,뇌병변장애,수 14:00 ~ 14:50,,20220401~20220730,20220401~20221130
보치아,,서울,강북구,2022 강북구 지체·뇌병변장애인 보치아교실,지체장애,목 10:00-11:00,,20220407~20220929,20220407~20220929
보치아,,전북,정읍시,2022전북장애인생활체육삼색공보치아교실,지적장애,"매주 월,수,금 16:00~18:00",,2022.03.~20221031,2022.06.~20221031
보치아,,전북,부안군,누리다 보치아 교실,기타장애,"월,화 14:00-16:00",,20220101~20221231,20220101~20221231
보치아,,경기,이천시,이천시 보치아 생활체육 교실(시군),지체장애,13:00-15:00,,20220101~20221231,20220101~20221231
보치아,,충남,아산시,(기금)네바퀴와 동행하는 생활체육보치아교실,지체장애,-,,20220301~20221130,20220301~20221130
보치아,,충북,충주시,2022년 충주시장애인체육회 보치아교실,지적장애,금 14:00~15:00,,20220201~20220331,20220331~20221031
보치아,,전북,고창군,고인돌 보치아교실,기타장애,매주 토 09:00 - 10:00,,22.01.01~22.06.01,22.06.01~22.11.30
보치아,,충남,당진시,(기금)당진 보치아교실,지체장애,-,,20220301~20221130,20220301~20221130
보치아,,경북,포항시,새로운 행복파트너 보치아교실(포항시뇌병변장애인인권협회),기타장애,"수, 13:00~15:00",,20220301~20220930,20220401~20221030
보치아,,서울,마포구,2022 마포구 여성 어르신장애인 보치아 통합교실,지체장애,"월,목 11:00-12:00",,20220404~20220926,20220404~20220926
보치아,,광주,서구,(기금)2022 지체장애인 보치아교실(한혜정),뇌병변장애,매주 목 14:00~15:00,,20220201~20220330,20220414~20220929
보치아,,광주,북구,(기금) 2022 광주 북구 장애인 생활체육 보치아 교실 - 조미경,지체장애,매주 금 10:00~11:00,,20220302~20220331,20220401~20220930
보치아,,경기,하남시,하남시 보치아교실(시군),뇌병변장애,13:00-14:00,,20220101~20221231,20220101~20221231
보치아,,서울,성동구,2022 성동구 장애인 보치아교실,지체장애,"화,금 12:30-15:30",,20220401~20220930,20220401~20220930
보치아,,울산,동구,2022지적장애인보치아교실_사랑울타리,지적장애,매주목요일 14:00~14:50,,20220101~20221130,20220101~20221231
보치아,,광주,광산구,(기금) 2022 장애인 생활체육 보치아교실(배한성),뇌병변장애,매 주 월 13:30~15:30,,20220328~20220331,20220404~20221128
보치아,,전북,진안군,2022 전북장애인생활체육 보치아교실(진안),기타장애,14:00~15:30,,20220101~20220301,20220601~20221231
보치아,,경기,군포시,(국비) 보치아교실,지체장애,"화, 목 15:00 ~ 17:00",,20220401~20220730,20220401~20221130
보치아,,경기,동두천시,동두천시장애인종합복지관 &quot;에너지 업&quot; 교실,지적장애,13:00-14:00,,20220101~20221231,20220101~20221231
보치아,,충북,충주시,2022년 충주시장애인보치아연맹 초보자보치아교실,뇌병변장애,월 15:00~16:00,,20220201~20220331,20220331~20221031
보치아,,충남,보령시,(시비)2022년 생활체육 보치아교실,지적장애,금 15:30~17:00,,20220311~20221014,20220311~20221014
보치아,,서울,마포구,서울시 장애청소년 보치아교실,뇌병변장애,화 15:30-16:30,,20220405~20220920,20220405~20220920
보치아,,충북,보은군,2022년 보은군장애인 보치아교실,뇌병변장애,월 13:00-15:00,,20220201~20220331,20220331~20221031
보치아,,전남,강진군,2022 전남 강진군 장애인생활체육 보치아교실,기타장애,14:00~15:00,,20220301~20220330,20220406~20221130
볼링,,충북,괴산군,2022년 장애인생활체육 복지관 볼링 교실,지적장애,화 14:00-16:00,,20220201~20220331,20220331~20221031
볼링,,경남,창원시,(기금)원팀장애인볼링동호회생활체육교실,지체장애,목 13:00~15:00,,20220401~20220930,20220401~20220930
볼링,,서울,노원구,노원구 지적장애인 볼링교실,지적장애,월 18:00-19:00,,20220404~20220926,20220404~20220926
볼링,,서울,종로구,종로구 시각장애인 볼링교실,시각장애,목 11:00-13:00,,20220407~20220922,20220407~20220922
볼링,,경기,성남시,(국비) 탑핀볼링클럽,시각장애,금 10:00~11:50,,20220401~20220730,20220401~20221130
볼링,,서울,영등포구,영등포구 정신장애인 볼링교실,기타장애,화 16:00-18:00,,20220419~20221011,20220419~20221011
볼링,,충북,청주시,2022년 시각장애인볼링교실,시각장애,토 13:00~15:00,,20220201~20220331,20220331~20221031
볼링,,서울,구로구,구로구 지적장애인 볼링교실,지적장애,화 13:30-15:30,,20220405~20220913,20220405~20220913
볼링,,서울,광진구,2022 광진구 발달장애인볼링교실,지적장애,화 13:30-15:30,,20220405~20220823,20220405~20220823
볼링,,경기,군포시,(국비) 성인볼링클럽,지적장애,목 15:30 ~ 16:30,,20220401~20220730,20220401~20221130
볼링,,경기,군포시,(국비) 청소년볼링클럽,지적장애,목 17:00 ~ 18:00,,20220401~20220730,20220401~20221130
볼링,,전북,정읍시,2022전북장애인생활체육볼링교실,지적장애,"매주 월,화 14:30~15:30",,2022.03.~20221031,2022.06.~20221031
볼링,,광주,동구,(시비)2022 시각장애인 볼링교실(정철기),시각장애,매주 수 19:00~21:00,,20220103~20220405,20220406~20220928
볼링,,광주,남구,(기금) 2022 지체장애인 볼링교실(조미경),지체장애,매 주 화 19:00~20:30,,20220328~20220331,20220405~20220927
볼링,,경기,구리시,구리시 볼링 교실(시군),지적장애,16:00-17:00,,20220101~20221231,20220101~20221231
볼링,,광주,광산구,(기금) 2022 청각장애인 볼링교실(서영춘),청각장애,매 주 금 18:30~20:00,,20220321~20220325,20220401~20220930
볼링,,대구,북구,2022년 대구발달장애청소년볼링생활체육교실(수성구청소년),지적장애,0000,발달장애 청소년들(중·고등)에게 볼링을 매개로 한 신체적 활동을 통해 전인적인 발달을 지원하고 재활스포츠 활동의 체계화를 도모함과 동시에 발달장애인의 건전한 취미생활 계발을 위한 볼링 교실,20220401~20220430,20220504~20221026
볼링,,서울,종로구,2022 종로구 발달장애인 볼링교실,지적장애,화 16:00-18:00,,20220405~20220920,20220405~20220920
볼링,,전북,부안군,미리내 볼링 교실,기타장애,"화,목 14:00-16:00",,20220101~20221231,20220101~20221231
볼링,,서울,동작구,2022 우리동작 중증시각장애인 볼링교실,시각장애,화 19:30 토 11:00(90분),2022 서울시 중증장애인운동교실 지원사업(우리동작장애인자립생활센터),20220502~20220823,20220502~20220823
볼링,,광주,광산구,(기금) 2022 시각장애인 볼링교실(김미리),시각장애,매주 수 15:30~17:00,,20220101~20220510,20220511~20221130
볼링,,광주,광산구,(기금) 2022 청각장애인 볼링교실(김미리),청각장애,매주 금 14:00~16:00,,20220101~20220303,20220304~20220923
볼링,,전북,고창군,볼링교실,기타장애,매주 토 13:30 - 15:30,,22.01.01~22.07.30,22.08.01~22.11.30
볼링,,전북,고창군,초보자 볼링교실,기타장애,매주 토 13:30 - 15:30,,22.01.01~22.06.01,21.06.01~22.07.30
볼링,,전남,광양시,2022 전남 광양시 장애인생활체육 볼링교실,기타장애,13:00~15:00,,20220301~20220331,20220404~20221031
볼링,,대구,중구,2022년 대구장애어르신볼링생활체육교실(동그마니),지체장애,금 15:00~16:00,000,20220128~20220228,20220419~20221030
볼링,,전북,군산시,2022년 전북장애인생활체육 장애청소년볼링교실(군산),지적장애,매주 화요일 15:00~16:00,,20220101~20220330,20220601~20221130
볼링,,충남,아산시,(시비)2022년 농아인 볼링교실,청각장애,월 13:30~14:30,,20220101~20221231,20220704~20221121
볼링,,경기,광주시,광주시 장애인단기보호시설 생활체육교실,지적장애,10:00-12:00,,20220101~20221231,20220101~20221231
볼링,,광주,북구,(기금) 2022 광주 북구 장애인 생활체육 볼링 교실 - 조미경,지적장애,매주 화 15:30~17:00,,20220302~20220331,20220401~20220930
볼링,,경기,광주시,광주시 농아인볼링교실,청각장애,18:30-19:30,,20220101~20221231,20220101~20221231
볼링,,경남,진주시,(기금)2022년 진주장애인볼링생활체육교실,지적장애,"화, 목 10:00~11:30",,20220401~20220930,20220401~20220930
볼링,,경남,진주시,(기금)2022년 원팀장애인볼링동호회생활체육교실,지체장애,목 13:00~15:00,,20220401~20220930,20220401~20220930
볼링,,대구,수성구,2022년 대구발달장애인볼링생활체육교실(발달협회),지적장애,0000,생활체육 참여기회가 적은 발달장애인분에게 볼링 활동을 통해 흥미유발 및 생활체육 참여기회를 제공함으로써 사회성 향상 및 사회통합,20220301~20221030,20200408~20201028
볼링,,경기,남양주시,남양주시 볼링 교실,시각장애,13:30-15:30,,20220101~20221231,20220101~20221231
볼링,,경남,창원시,(기금)2022년 마산시각장애인볼링생활체육교실,시각장애,월 13:00-14:30,,20220401~20220930,20220401~20220930
볼링,,전남,순천시,2022 전남 순천시 장애인생활체육 시각장애인 볼링교실,시각장애,13:00~14:00,,20220301~20220331,20220408~20221125
볼링,,경남,창원시,(기금)2022년 경남장애인생활체육볼링교실,지적장애,"수, 금 15:00-17:00",,20220401~20220930,20220401~20220930
볼링,,전남,순천시,2022 전남 순천시 장애인생활체육 볼링교실,기타장애,14:30~15:30,,20220301~20220328,20220329~20221011
볼링,,경남,통영시,(기금)경남지적발달장애인 볼링교실,지적장애,금 15:30~17:00,,20220401~20220930,20220401~20220930
볼링,,충남,태안군,(기금)시각 장애인 볼링교실,시각장애,매주 목 13시 30분,,20220101~20221231,20220101~20221231
볼링,,충남,태안군,(기금)장애청소년 볼링교실,지적장애,매주 토 10시 30분,,20220101~20221231,20220101~20221231
볼링,,충남,예산군,(기금)예산 농아인 볼링교실,청각장애,-,,20220101~20221231,20220101~20221231
볼링,,충남,천안시,(기금) 충남 시각장애인 볼링교실,시각장애,금 10:00~12:00,,20220301~20221028,20220311~20221028
볼링,,전남,장흥군,2022 전남 장흥군 장애인생활체육 볼링교실,청각장애,14:30~16:00,,20220301~20220331,20220422~20221118
볼링,,충남,금산군,(기금)생활체육 볼링 교실,지적장애,-,,20220301~20221130,20220301~20221130
볼링,,충남,당진시,(기금)당진 시각장애인 볼링교실,시각장애,-,,20220301~20221130,20220301~20221130
볼링,,충남,당진시,(기금)맞춤형 장애청소년 볼링교실,지적장애,-,,20220301~20221130,20220301~20221130
볼링,,충남,계룡시,(기금)계룡시 장애인 볼링교실,지적장애,-,,20220301~20221130,20220301~20221130
볼링,,충남,논산시,(기금)논산시장애인볼링교실,지적장애,-,,20220301~20221130,20220301~20221130
볼링,,충북,청주시,2022년 하하하DEAF볼링교실,청각장애,목 10:00~11:30,,20220201~20220331,20220331~20221031
볼링,,충북,청주시,2022년 장애인생활체육 볼링교실,지적장애,토 10:00~11:30,,20220201~20220331,20220331~20221031
볼링,,충북,청주시,2022년 희망볼링교실,지적장애,월 14:00~15:30,,20220201~20220331,20220331~20221031
볼링,,충북,청주시,2022년 청주정신건강센터 볼링교실,기타장애,수 13:30~15:30,,20220201~20220331,20220331~20221031
볼링,,경남,창원시,(기금)창원 발달장애인 볼링 생활체육 교실,지적장애,금 11:00~12:00,,20220401~20220930,20220401~20220930
볼링,,경북,칠곡군,프렌즈B.C동호회(프렌즈B.C),청각장애,"토, 19:00~21:00",,20220301~20220930,20220409~20220924
볼링,,충남,보령시,(도비)생활체육교싱 초보자 볼링교실,지적장애,목 13:30~15:00,,20220301~20221130,20220301~20221130
볼링,,경북,영주시,2022 소백산농인볼링클럽(소백산농인볼링클럽),청각장애,"월, 14:00~15:30",,20220301~20220930,20220401~20221028
볼링,,충북,충주시,2022년 꿈터볼링교실,지적장애,수 13:30-15:00,,20220201~20220331,20220331~20221031
볼링,,경기,파주시,파주시 프로보노 볼링 교실,지적장애,13:00-14:30,,20220101~20221231,20220101~20221231
볼링,,충북,충주시,2022년 시각장애인복지연합회 나이스 볼링교실,시각장애,목 10:00~12:00,,20220201~20220331,20220331~20221031
볼링,,경남,창원시,(기금)2022년 늘품직업재활센터 볼링 생활체육교실,지적장애,금 16:00~17:00,,20220401~20220930,20220401~20220930
볼링,,경기,화성시,화성시 볼링 교실,지적장애,14:00-15:00,,20220101~20221231,20220101~20221231
볼링,,대구,달성군,2022년 대구지체장애인볼링생활체육교실(달성군),지체장애,매주 수 오후6시~7시,지체장애인들에게 볼링을 통한 생활체육 참여기회를 제공,20220101~20221230,20220401~20221030
볼링,,인천,서구,2022 장애인눈높이 볼링교실,지적장애,화 13:00 ~ 15:00,사업명: 2022 장애인눈높이 볼링교실  운영일시:화(13:00 ~ 15:00)  운영장소:천마볼링장  운영종목:볼링,20220401~20221231,20220401~20221231
볼링,,충남,천안시,(기금)시각장애인 볼링교실,시각장애,금 9:40~10:20,,20220318~20220902,20220318~20220902
볼링,,경기,성남시,성남시 일하는 여성장애인 볼링교실,청각장애,19:00-20:50,,20220101~20221231,20220101~20221231
