GRP_NM,LOCPLC_DC,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_CD_NM
"마음산책","서울 마포구","11","서울특별시","11140","마포구"
"마음새","서울 강남구","11","서울특별시","11230","강남구"
"마음소리발전소","경기 양평군","31","경기도","31380","양평군"
"마음시선","인천 중구","23","인천광역시","23010","중구"
"마음시회","서울 마포구","11","서울특별시","11140","마포구"
"마음씨","전북 익산시","35","전라북도","35030","익산시"
"마음으로 보는 세상","대구 달서구","22","대구광역시","22070","달서구"
"마음을 가리키는 시","충북 청주시","33","충청북도","33040","청주시"
"마음을 여는 글밭","충북 음성군","33","충청북도","33370","음성군"
"마음을 춤추다 공연창작센터","서울 도봉구","11","서울특별시","11100","도봉구"
"마음의극장","경기 동두천시","31","경기도","31080","동두천시"
"마음의극장","경기 부천시","31","경기도","31050","부천시"
"마음의극장","경기 안산시","31","경기도","31090","안산시"
"마음의극장","부산 금정구","21","부산광역시","21110","금정구"
"마음의시력","제주 제주시","39","제주특별자치도","39010","제주시"
"마음이음출판사","서울 마포구","11","서울특별시","11140","마포구"
"마음이음출판사","서울 서대문구","11","서울특별시","11130","서대문구"
"마음짓","충북 청주시","33","충청북도","33040","청주시"
"마음창소리창","경기 평택시","31","경기도","31070","평택시"
"마음챙김예술치유협회","대구 동구","22","대구광역시","22020","동구"
"마이산골농부","전북 진안군","35","전라북도","35320","진안군"
"마이스키 갤러리","강원 홍천군","32","강원도","32310","홍천군"
"마이스터징어","대구 달서구","22","대구광역시","22070","달서구"
"마이아트예술기획연구소","서울 중구","11","서울특별시","11020","중구"
"마이크로출판공동체","서울 중구","11","서울특별시","11020","중구"
"마이퍼스트앙상블","경기 고양시","31","경기도","31100","고양시"
"마인드디자인","서울 종로구","11","서울특별시","11010","종로구"
"마인드브이알","서울 마포구","11","서울특별시","11140","마포구"
"마인드빌딩","서울 마포구","11","서울특별시","11140","마포구"
"마인드온","전북 군산시","35","전라북도","35020","군산시"
"마인드큐브","경기 고양시","31","경기도","31100","고양시"
"마인드힐링 극연구회","서울 도봉구","11","서울특별시","11100","도봉구"
"마인발레단","경기 김포시","31","경기도","31230","김포시"
"마임공작소 판","서울 성북구","11","서울특별시","11080","성북구"
"마임극단 동심","제주 제주시","39","제주특별자치도","39010","제주시"
"마장뮤직앤픽처스(주)","서울 성동구","11","서울특별시","11040","성동구"
"마저","강원 춘천시","32","강원도","32010","춘천시"
"마제스티 스튜디오(Ma.Jesty Studio)","서울 마포구","11","서울특별시","11140","마포구"
"마제스틱윈드오케스트라","전남 목포시","36","전라남도","36010","목포시"
"마주별","서울 마포구","11","서울특별시","11140","마포구"
"마주보기동화그림동호회","제주 서귀포시","39","제주특별자치도","39020","서귀포시"
"마주컬쳐스","서울 노원구","11","서울특별시","11110","노원구"
"마중물 詩","경북 경주시","37","경상북도","37020","경주시"
"마중물독서교육문화원","충남 아산시","34","충청남도","34040","아산시"
"마진가","전북 전주시","35","전라북도","35010","전주시"
"마창동인수필회","경남 산청군","38","경상남도","38370","산청군"
"마창동인수필회","경남 진주시","38","경상남도","38030","진주시"
"마치 조선에이티브","서울 강남구","11","서울특별시","11230","강남구"
"마침(Just M)","대구 서구","22","대구광역시","22030","서구"
"마칭앤브라스","서울 관악구","11","서울특별시","11210","관악구"
"마크117(MARK117)","서울 송파구","11","서울특별시","11240","송파구"
"마크923","서울 용산구","11","서울특별시","11030","용산구"
"마테리알","서울 서대문구","11","서울특별시","11130","서대문구"
"마트(MArt)","경기 고양시","31","경기도","31100","고양시"
"마하어린이도서관","경남 진주시","38","경상남도","38030","진주시"
"마하트마","대전 중구","25","대전광역시","25020","중구"
"마홀 ART company","경기 포천시","31","경기도","31270","포천시"
"마홀라 컴퍼니","경기 성남시","31","경기도","31020","성남시"
"만경강사랑지킴이","전북 완주군","35","전라북도","35310","완주군"
"만들다문화예술 사회적협동조합","서울 강남구","11","서울특별시","11230","강남구"
"만만한책방","경기 고양시","31","경기도","31100","고양시"
"만물감각연구소","서울 강북구","11","서울특별시","11090","강북구"
"만석프로젝트","서울 양천구","11","서울특별시","11150","양천구"
"만유인력","경기 부천시","31","경기도","31050","부천시"
"만인기획","대구 중구","22","대구광역시","22010","중구"
"만종리대학로극장","충북 단양군","33","충청북도","33380","단양군"
"만지작 Lab","경기 화성시","31","경기도","31240","화성시"
"만지작동맹","경기 군포시","31","경기도","31160","군포시"
"만지작作음악연구회","부산 금정구","21","부산광역시","21110","금정구"
"만컬쳐 주식회사","강원 속초시","32","강원도","32060","속초시"
"맏뫼골놀이마당 한터울","경북 포항시","37","경상북도","37010","포항시"
"말과말사이","부산 남구","21","부산광역시","21070","남구"
"말그미극단","경남 김해시","38","경상남도","38070","김해시"
"말러리안","서울 서초구","11","서울특별시","11220","서초구"
"말모이축제운영위원회","서울 종로구","11","서울특별시","11010","종로구"
"맑은 소리 예술단","강원 춘천시","32","강원도","32010","춘천시"
"맑은샘아트홀","서울 구로구","11","서울특별시","11170","구로구"
"맑은소리 청소년문화사업단","인천 서구","23","인천광역시","23080","서구"
"맑은소리봉사단","제주 제주시","39","제주특별자치도","39010","제주시"
"맑은소리음악학원","서울 금천구","11","서울특별시","11180","금천구"
"맘마스밴드","경북 경주시","37","경상북도","37020","경주시"
"맘마싱어즈","광주 동구","24","광주광역시","24010","동구"
"맘마싱어즈","광주 북구","24","광주광역시","24040","북구"
"맘스쿨 문화예술 연구센터","경남 양산시","38","경상남도","38100","양산시"
"맘에드림","서울 도봉구","11","서울특별시","11100","도봉구"
"맛있는책","경기 구리시","31","경기도","31120","구리시"
"망깨","울산 남구","26","울산광역시","26020","남구"
"맞배집","대전 중구","25","대전광역시","25020","중구"
"맞춤","대전 서구","25","대전광역시","25030","서구"
"매간당","경기 고양시","31","경기도","31100","고양시"
"매깨라스튜디오","제주 제주시","39","제주특별자치도","39010","제주시"
"매니악매니지먼트 주식회사","서울 서초구","11","서울특별시","11220","서초구"
"매드라인(MADLINE)","대구 남구","22","대구광역시","22040","남구"
"매드라인(MADLINE)","대구 중구","22","대구광역시","22010","중구"
"매드소울차일드","경기 파주시","31","경기도","31200","파주시"
"매리","경기 성남시","31","경기도","31020","성남시"
"매일신문사","대구 중구","22","대구광역시","22010","중구"
"매일연구소","경기 수원시","31","경기도","31010","수원시"
"매일음악","부산 사상구","21","부산광역시","21150","사상구"
"매지클","서울 강남구","11","서울특별시","11230","강남구"
"매직게이트","경남 진주시","38","경상남도","38030","진주시"
"매직디자인","전남 여수시","36","전라남도","36020","여수시"
"매직랜드인형극단","충북 청주시","33","충청북도","33040","청주시"
"매직메이커","대구 북구","22","대구광역시","22050","북구"
"매직서커스","경기 성남시","31","경기도","31020","성남시"
"매직어클락","경기 파주시","31","경기도","31200","파주시"
"매직저글링","인천 연수구","23","인천광역시","23040","연수구"
"매직채플린 엔터테인먼트","전북 전주시","35","전라북도","35010","전주시"
"매직칸타빌레예술단","충남 천안시","34","충청남도","34010","천안시"
"매직캣마술학원","경기 수원시","31","경기도","31010","수원시"
"매직큐","부산 부산진구","21","부산광역시","21050","부산진구"
"매직큐레이션랩","충북 청주시","33","충청북도","33040","청주시"
"매직팟 엔터테인먼트","부산 부산진구","21","부산광역시","21050","부산진구"
"매직팟 엔터테인먼트","부산 연제구","21","부산광역시","21130","연제구"
"매직팰리스","경기 성남시","31","경기도","31020","성남시"
"매직팰리스","부산 기장군","21","부산광역시","21310","기장군"
"매직플레이","경기 성남시","31","경기도","31020","성남시"
"매직플레이","서울 성북구","11","서울특별시","11080","성북구"
"매직피플플래너스","서울 송파구","11","서울특별시","11240","송파구"
"매직하우스","서울 마포구","11","서울특별시","11140","마포구"
"매천황현선생기념사업회","전남 구례군","36","전라남도","36330","구례군"
"맥 무용단","대구 중구","22","대구광역시","22010","중구"
"맥간공예와 통합예술협동조합","충남 논산시","34","충청남도","34060","논산시"
"맥거핀","광주 동구","24","광주광역시","24010","동구"
"맥놀이","서울 동대문구","11","서울특별시","11060","동대문구"
"맥댄스컴퍼니","부산 부산진구","21","부산광역시","21050","부산진구"
"맥락과비평문학연구회","대전 서구","25","대전광역시","25030","서구"
"맥랑한예술기획단","경기 김포시","31","경기도","31230","김포시"
"맥시아트협동조합","광주 서구","24","광주광역시","24020","서구"
"맥향화랑","대구 북구","22","대구광역시","22050","북구"
"맥화랑","부산 해운대구","21","부산광역시","21090","해운대구"
"맨발동무도서관","부산 북구","21","부산광역시","21080","북구"
"맨션나인 주식회사","서울 마포구","11","서울특별시","11140","마포구"
"맨즈하모니","부산 남구","21","부산광역시","21070","남구"
"맨하탄음악대학 한국총동문회","서울 강남구","11","서울특별시","11230","강남구"
"맹그러공작소","제주 제주시","39","제주특별자치도","39010","제주시"
"머리다리 (head,leg)","경기 성남시","31","경기도","31020","성남시"
"머리춤RECORD","부산 수영구","21","부산광역시","21140","수영구"
"머스키빌 (MSKV)","대구 달성군","22","대구광역시","22310","달성군"
"머스트 씨드(MUST SEED)","서울 마포구","11","서울특별시","11140","마포구"
"머스트비","경기 파주시","31","경기도","31200","파주시"
"먹사모","경남 사천시","38","경상남도","38060","사천시"
"먼말몸말","경기 광명시","31","경기도","31060","광명시"
"멀티미디어크레이티브","경남 창원시","38","경상남도","38110","창원시"
"멀티믹스플레이어브릴리언트","대구 수성구","22","대구광역시","22060","수성구"
"멀티아이교육연구소","울산 중구","26","울산광역시","26010","중구"
"멀티앙상블","경북 성주군","37","경상북도","37380","성주군"
"멀티앙상블","경북 안동시","37","경상북도","37040","안동시"
"멋단","대구 남구","22","대구광역시","22040","남구"
"멋부림글씨ART협회","경남 창원시","38","경상남도","38110","창원시"
"멋진사람들","서울 성동구","11","서울특별시","11040","성동구"
"멍뮤직","서울 성동구","11","서울특별시","11040","성동구"
"메구재이 문땔데","경북 구미시","37","경상북도","37050","구미시"
"메노뮤직","서울 강남구","11","서울특별시","11230","강남구"
"메디아루나","서울 마포구","11","서울특별시","11140","마포구"
"메리엔젤","제주 제주시","39","제주특별자치도","39010","제주시"
"메리트퍼펙","부산 금정구","21","부산광역시","21110","금정구"
"메리플레인","강원 춘천시","32","강원도","32010","춘천시"
"메모리아합창단","제주 제주시","39","제주특별자치도","39010","제주시"
"메모리플랜트 주식회사","제주 서귀포시","39","제주특별자치도","39020","서귀포시"
"메밀꽃 합창단","강원 평창군","32","강원도","32340","평창군"
"메세나스튜디오 주식회사","서울 강서구","11","서울특별시","11160","강서구"
"메세지팩토리협동조합","대구 달서구","22","대구광역시","22070","달서구"
"메소드필하모닉오케스트라","부산 동래구","21","부산광역시","21060","동래구"
"메소드필하모닉오케스트라","부산 부산진구","21","부산광역시","21050","부산진구"
"메시야 필하모닉 오케스트라","대전 유성구","25","대전광역시","25040","유성구"
"메이드인","서울 은평구","11","서울특별시","11120","은평구"
"메이드인동감","인천 중구","23","인천광역시","23010","중구"
"메이븐","서울 마포구","11","서울특별시","11140","마포구"
"메이아이","광주 광산구","24","광주광역시","24050","광산구"
"메이준갤러리","서울 강남구","11","서울특별시","11230","강남구"
"메이지 프로덕션 MAGE production","인천 부평구","23","인천광역시","23060","부평구"
"메이커스","서울 광진구","11","서울특별시","11050","광진구"
"메이커척","경기 수원시","31","경기도","31010","수원시"
"메이크 뮤직(Make Music)","부산 금정구","21","부산광역시","21110","금정구"
"메이크뉴","서울 서초구","11","서울특별시","11220","서초구"
"메이크미닝미술연구소","경기 파주시","31","경기도","31200","파주시"
"메이크센스","서울 강서구","11","서울특별시","11160","강서구"
"메이크쇼컴퍼니","경기 남양주시","31","경기도","31130","남양주시"
"메이크쇼컴퍼니","경기 파주시","31","경기도","31200","파주시"
"메이크에이미디어그룹","서울 강남구","11","서울특별시","11230","강남구"
"메이킹북스","서울 구로구","11","서울특별시","11170","구로구"
"메이킹북스","서울 금천구","11","서울특별시","11180","금천구"
"메이킹컴퍼니","서울 동작구","11","서울특별시","11200","동작구"
"메이킹컴퍼니","서울 영등포구","11","서울특별시","11190","영등포구"
"메이플(MAYFL)","충남 아산시","34","충청남도","34040","아산시"
"메이플뮤직","경기 수원시","31","경기도","31010","수원시"
"메인스트릿","서울 광진구","11","서울특별시","11050","광진구"
"메종드아미","충남 당진시","34","충청남도","34080","당진시"
"메타기획 인 서울","서울 서대문구","11","서울특별시","11130","서대문구"
"메타댄스프로젝트","대전 유성구","25","대전광역시","25040","유성구"
"메타문화예술팀","부산 사하구","21","부산광역시","21100","사하구"
"메타아트","경기 양주시","31","경기도","31260","양주시"
"메타키츠","서울 영등포구","11","서울특별시","11190","영등포구"
"메타표현예술심리상담연구소","부산 영도구","21","부산광역시","21040","영도구"
"메트로폴리탄 오페라컴퍼니(M.O.C)","대구 중구","22","대구광역시","22010","중구"
"메트합창","서울 도봉구","11","서울특별시","11100","도봉구"
"멘토울림","경기 시흥시","31","경기도","31150","시흥시"
"멘토프레스","서울 중구","11","서울특별시","11020","중구"
"멜랑콜리댄스컴퍼니","서울 성북구","11","서울특별시","11080","성북구"
"멜랑콜리댄스컴퍼니","서울 종로구","11","서울특별시","11010","종로구"
"멜로디 브리앙","대구 북구","22","대구광역시","22050","북구"
"멜로디다모르첼로앙상블","제주 제주시","39","제주특별자치도","39010","제주시"
"멜로바쓰","경기 성남시","31","경기도","31020","성남시"
"멜로스 고전기타합주단","경기 구리시","31","경기도","31120","구리시"
"멜르","부산 남구","21","부산광역시","21070","남구"
"멜리쿠스앙상블","충남 천안시","34","충청남도","34010","천안시"
"멤버(MEMBER)","서울 노원구","11","서울특별시","11110","노원구"
"면면","서울 광진구","11","서울특별시","11050","광진구"
"면밀","광주 남구","24","광주광역시","24030","남구"
"면앙정송순기념사업회","전남 담양군","36","전라남도","36310","담양군"
"명(明)무용단","대구 남구","22","대구광역시","22040","남구"
"명갤러리","서울 종로구","11","서울특별시","11010","종로구"
"명랑캠페인","서울 서대문구","11","서울특별시","11130","서대문구"
"명량회오리예술봉사회","전남 해남군","36","전라남도","36400","해남군"
"명승사우회","경북 안동시","37","경상북도","37040","안동시"
"명앙상블","서울 서초구","11","서울특별시","11220","서초구"
"명앙상블","인천 연수구","23","인천광역시","23040","연수구"
"명음클래식","대구 동구","22","대구광역시","22020","동구"
"명인회","대전 중구","25","대전광역시","25020","중구"
"명작","경기 양평군","31","경기도","31380","양평군"
"명작극장","서울 종로구","11","서울특별시","11010","종로구"
"명작을그리다","대전 동구","25","대전광역시","25010","동구"
"명주예술문화교육연구소 MAEC","강원 강릉시","32","강원도","32030","강릉시"
"명주인형극단","강원 정선군","32","강원도","32350","정선군"
"명주정원","경북 상주시","37","경상북도","37080","상주시"
"명품극단","서울 성북구","11","서울특별시","11080","성북구"
"모-커리","제주 제주시","39","제주특별자치도","39010","제주시"
"모긴미술관","전남 순천시","36","전라남도","36030","순천시"
"모꼬지","경기 안산시","31","경기도","31090","안산시"
"모꼬지","경기 안성시","31","경기도","31220","안성시"
"모꼬지","대전 유성구","25","대전광역시","25040","유성구"
"모꼬지심","서울 강남구","11","서울특별시","11230","강남구"
"모꼬지심","서울 용산구","11","서울특별시","11030","용산구"
"모나드","충북 청주시","33","충청북도","33040","청주시"
"모노랩(MONOLAB)","대구 북구","22","대구광역시","22050","북구"
"모노로그","전북 전주시","35","전라북도","35010","전주시"
"모노반","대전 서구","25","대전광역시","25030","서구"
"모다트","서울 종로구","11","서울특별시","11010","종로구"
"모단공예협동조합","경남 김해시","38","경상남도","38070","김해시"
"모담스튜디오","충북 청주시","33","충청북도","33040","청주시"
"모담엔터MODAM","전북 전주시","35","전라북도","35010","전주시"
"모던 팀브레","서울 마포구","11","서울특별시","11140","마포구"
"모던가곡","서울 서대문구","11","서울특별시","11130","서대문구"
"모던국악프로젝트 차오름","전북 전주시","35","전라북도","35010","전주시"
"모던금","서울 강서구","11","서울특별시","11160","강서구"
"모던보이엔터테인먼트","서울 마포구","11","서울특별시","11140","마포구"
"모던사운즈","울산 남구","26","울산광역시","26020","남구"
"모던사운즈","울산 북구","26","울산광역시","26040","북구"
"모던스트링","충남 공주시","34","충청남도","34020","공주시"
"모던아츠","제주 제주시","39","제주특별자치도","39010","제주시"
"모던앙상블","대구 수성구","22","대구광역시","22060","수성구"
"모던앙상블 여백","경기 김포시","31","경기도","31230","김포시"
"모던클래식","서울 강서구","11","서울특별시","11160","강서구"
"모던테이블","서울 서초구","11","서울특별시","11220","서초구"
"모던판소리","전북 전주시","35","전라북도","35010","전주시"
"모던판소리 공작소 촘촘","강원 횡성군","32","강원도","32320","횡성군"
"모던판소리 공작소 촘촘","서울 관악구","11","서울특별시","11210","관악구"
"모던한","서울 서초구","11","서울특별시","11220","서초구"
"모데나클라시카","서울 영등포구","11","서울특별시","11190","영등포구"
"모두를위한극장공정영화협동조합","서울 은평구","11","서울특별시","11120","은평구"
"모두예술협동조합","전남 순천시","36","전라남도","36030","순천시"
"모두출판협동조합","서울 도봉구","11","서울특별시","11100","도봉구"
"모든 컴퍼니(MODEUN COMPANY)","경기 과천시","31","경기도","31110","과천시"
"모든 컴퍼니(MODEUN COMPANY)","경기 광명시","31","경기도","31060","광명시"
"모들","경기 성남시","31","경기도","31020","성남시"
"모들","부산 북구","21","부산광역시","21080","북구"
"모란미술관","경기 남양주시","31","경기도","31130","남양주시"
"모란촌문학회","전남 강진군","36","전라남도","36390","강진군"
"모래요정샌드아트학원","울산 남구","26","울산광역시","26020","남구"
"모르페우스","서울 서초구","11","서울특별시","11220","서초구"
"모리문화예술원","부산 남구","21","부산광역시","21070","남구"
"모립아트스튜디오","충남 당진시","34","충청남도","34080","당진시"
"모먼츠","부산 연제구","21","부산광역시","21130","연제구"
"모먼츠","부산 영도구","21","부산광역시","21040","영도구"
"모먼트엔터테인먼트","경기 양평군","31","경기도","31380","양평군"
"모모","경기 안양시","31","경기도","31040","안양시"
"모모살롱","경기 하남시","31","경기도","31180","하남시"
"모모에게말걸기작은도서관","전북 남원시","35","전라북도","35050","남원시"
"모모예술","경기 의정부시","31","경기도","31030","의정부시"
"모므로살롱","서울 중구","11","서울특별시","11020","중구"
"모므로움직임연구소","경기 파주시","31","경기도","31200","파주시"
"모므로움직임연구소","서울 은평구","11","서울특별시","11120","은평구"
"모바일앱개발협동조합","서울 마포구","11","서울특별시","11140","마포구"
"모베러댄스","인천 미추홀구","23","인천광역시","23090","미추홀구"
"모베러댄스","인천 중구","23","인천광역시","23010","중구"
"모산조형미술관","충남 보령시","34","충청남도","34030","보령시"
"모션아키텍트(MOAR)","서울 서초구","11","서울특별시","11220","서초구"
"모션앤이모션","강원 홍천군","32","강원도","32310","홍천군"
"모스트컬쳐","서울 용산구","11","서울특별시","11030","용산구"
"모스트필","서울 양천구","11","서울특별시","11150","양천구"
"모스틀리 뮤직","서울 용산구","11","서울특별시","11030","용산구"
"모시올(영남여성문학회)","부산 남구","21","부산광역시","21070","남구"
"모시올(영남여성문학회)","부산 사상구","21","부산광역시","21150","사상구"
"모씨네 사회적협동조합","인천 미추홀구","23","인천광역시","23090","미추홀구"
"모아","부산 해운대구","21","부산광역시","21090","해운대구"
"모아","서울 광진구","11","서울특별시","11050","광진구"
"모아랩","제주 서귀포시","39","제주특별자치도","39020","서귀포시"
"모아모아 프로덕션","서울 강남구","11","서울특별시","11230","강남구"
"모아이 엔터테인먼트","서울 서초구","11","서울특별시","11220","서초구"
"모악","전북 전주시","35","전라북도","35010","전주시"
"모악묵연","전북 전주시","35","전라북도","35010","전주시"
"모여라꿈동산","대구 달서구","22","대구광역시","22070","달서구"
"모우두놀이터","서울 관악구","11","서울특별시","11210","관악구"
"모움(MOWUM)","서울 성동구","11","서울특별시","11040","성동구"
"모을동비","강원 철원군","32","강원도","32360","철원군"
"모이","경기 고양시","31","경기도","31100","고양시"
"모이공","서울 종로구","11","서울특별시","11010","종로구"
"모이다","경기 김포시","31","경기도","31230","김포시"
"모이다아트협동조합","부산 수영구","21","부산광역시","21140","수영구"
"모이라이","대전 서구","25","대전광역시","25030","서구"
"모이라이","대전 유성구","25","대전광역시","25040","유성구"
"모이라이","충북 충주시","33","충청북도","33020","충주시"
"모인화랑","경기 고양시","31","경기도","31100","고양시"
"모임 '오작'","서울 종로구","11","서울특별시","11010","종로구"
"모임 16시","경기 안양시","31","경기도","31040","안양시"
"모자이크","광주 북구","24","광주광역시","24040","북구"
"모즈(Mods)","서울 마포구","11","서울특별시","11140","마포구"
"모즈(Mods)","서울 은평구","11","서울특별시","11120","은평구"
"모츠 체임버 앙상블","서울 서초구","11","서울특별시","11220","서초구"
"모카스튜디오","전북 완주군","35","전라북도","35310","완주군"
"모퉁이극장","부산 중구","21","부산광역시","21010","중구"
"모퉁이미술관의 협주곡","경기 고양시","31","경기도","31100","고양시"
"모티브뮤직","경기 용인시","31","경기도","31190","용인시"
"모해출판사","광주 북구","24","광주광역시","24040","북구"
"모헤르댄스프로젝트","서울 성동구","11","서울특별시","11040","성동구"
"목.이빛회","전북 전주시","35","전라북도","35010","전주시"
"목관앙상블 우드파이브","대전 중구","25","대전광역시","25020","중구"
"목동주민자치위원회","대전 중구","25","대전광역시","25020","중구"
"목민 각예회","경남 진주시","38","경상남도","38030","진주시"
"목성","전북 전주시","35","전라북도","35010","전주시"
"목수책방","서울 강동구","11","서울특별시","11250","강동구"
"목수책방","서울 송파구","11","서울특별시","11240","송파구"
"목요문학회","대전 중구","25","대전광역시","25020","중구"
"목우수필문학연구회","부산 금정구","21","부산광역시","21110","금정구"
"목우시조동인회","경북 청도군","37","경상북도","37360","청도군"
"목천서예연구원필묵회","전남 목포시","36","전라남도","36010","목포시"
"목포공공도서관","전남 목포시","36","전라남도","36010","목포시"
"목포관악오케스트라","전남 목포시","36","전라남도","36010","목포시"
"목포남성합창단","전남 목포시","36","전라남도","36010","목포시"
"목포문화연대","전남 목포시","36","전라남도","36010","목포시"
"목포문화예술포럼","전남 목포시","36","전라남도","36010","목포시"
"목포문화원","전남 목포시","36","전라남도","36010","목포시"
"목포민족미술인협회","전남 목포시","36","전라남도","36010","목포시"
"목포민주화운동계승사업회","전남 목포시","36","전라남도","36010","목포시"
"목포바다문학","전남 목포시","36","전라남도","36010","목포시"
"목포사우회","전남 목포시","36","전라남도","36010","목포시"
"목포사진동호회","전남 목포시","36","전라남도","36010","목포시"
"목포사진동호회","전남 무안군","36","전라남도","36420","무안군"
"목포수채화회","전남 목포시","36","전라남도","36010","목포시"
"목포시계연서회","전남 목포시","36","전라남도","36010","목포시"
"목포시립도서관","전남 목포시","36","전라남도","36010","목포시"
"목포시문학회","전남 목포시","36","전라남도","36010","목포시"
"목포시민오케스트라","전남 목포시","36","전라남도","36010","목포시"
"목포시조문학회","전남 목포시","36","전라남도","36010","목포시"
"목포시청","전남 목포시","36","전라남도","36010","목포시"
"목포여성작가회","전남 목포시","36","전라남도","36010","목포시"
"목포여성합창단","전남 목포시","36","전라남도","36010","목포시"
"목포차인회","전남 목포시","36","전라남도","36010","목포시"
"목포파노라마회","전남 목포시","36","전라남도","36010","목포시"
"목향수필문학회","경남 창원시","38","경상남도","38110","창원시"
"목향회","경남 진주시","38","경상남도","38030","진주시"
"목화공방스텡;","강원 인제군","32","강원도","32390","인제군"
"몬딱어울림오카리나","제주 서귀포시","39","제주특별자치도","39020","서귀포시"
"몬스터가이드","서울 영등포구","11","서울특별시","11190","영등포구"
"몬스터박스","서울 영등포구","11","서울특별시","11190","영등포구"
"몬트플라넷","전북 전주시","35","전라북도","35010","전주시"
"몰애샌드아트","전남 나주시","36","전라남도","36040","나주시"
"몰토 트리오 Molto Trio","대전 유성구","25","대전광역시","25040","유성구"
"몸,살 컬렉티브","충남 부여군","34","충청남도","34330","부여군"
"몸꼴","서울 영등포구","11","서울특별시","11190","영등포구"
"몸더하기","부산 북구","21","부산광역시","21080","북구"
"몸부림","경남 창원시","38","경상남도","38110","창원시"
"몸소리말조아라","서울 노원구","11","서울특별시","11110","노원구"
"몸소리말조아라","서울 마포구","11","서울특별시","11140","마포구"
"몸아트 스튜디오","부산 금정구","21","부산광역시","21110","금정구"
"몸의대화","강원 춘천시","32","강원도","32010","춘천시"
"몸의대화","서울 은평구","11","서울특별시","11120","은평구"
"몸짓프로젝트","인천 연수구","23","인천광역시","23040","연수구"
"몸춤","서울 마포구","11","서울특별시","11140","마포구"
"못난이마을","전남 무안군","36","전라남도","36420","무안군"
"못먹어도고","서울 강북구","11","서울특별시","11090","강북구"
"몽규프로덕션","서울 마포구","11","서울특별시","11140","마포구"
"몽당협동조합","서울 성북구","11","서울특별시","11080","성북구"
"몽라","서울 용산구","11","서울특별시","11030","용산구"
"몽리뮤직","경기 양평군","31","경기도","31380","양평군"
"몽상공장","서울 성북구","11","서울특별시","11080","성북구"
"몽상공장","서울 종로구","11","서울특별시","11010","종로구"
"몽실꿈터 협동조합","서울 서초구","11","서울특별시","11220","서초구"
"몽실북스","서울 관악구","11","서울특별시","11210","관악구"
"몽씨어터","서울 성북구","11","서울특별시","11080","성북구"
"몽작소프로젝트","서울 용산구","11","서울특별시","11030","용산구"
"몽중자각","서울 강북구","11","서울특별시","11090","강북구"
"몽중자각","인천 계양구","23","인천광역시","23070","계양구"
"몽키즈댄스스튜디오","부산 동래구","21","부산광역시","21060","동래구"
"무&고","울산 남구","26","울산광역시","26020","남구"
"무가향 몸짓","전남 진도군","36","전라남도","36470","진도군"
"무가향 몸짓 서울지부","서울 은평구","11","서울특별시","11120","은평구"
"무게중심 창의력연구소","서울 서초구","11","서울특별시","11220","서초구"
"무계청년학교 사회적협동조합","경남 김해시","38","경상남도","38070","김해시"
"무궁","서울 서초구","11","서울특별시","11220","서초구"
"무궁화시니어윈드오케스트라","서울 성동구","11","서울특별시","11040","성동구"
"무궁화전통종합예술단","인천 미추홀구","23","인천광역시","23090","미추홀구"
"무그룹","경남 창원시","38","경상남도","38110","창원시"
"무나앙상블","제주 서귀포시","39","제주특별자치도","39020","서귀포시"
"무대그리고나","서울 은평구","11","서울특별시","11120","은평구"
"무대륙","서울 마포구","11","서울특별시","11140","마포구"
"무대지기","전북 전주시","35","전라북도","35010","전주시"
"무드리스트","광주 북구","24","광주광역시","24040","북구"
"무등도요","광주 광산구","24","광주광역시","24050","광산구"
"무등문학회","광주 동구","24","광주광역시","24010","동구"
"무등문학회","광주 서구","24","광주광역시","24020","서구"
"무등수필문학회","광주 동구","24","광주광역시","24010","동구"
"무등오페라단","광주 북구","24","광주광역시","24040","북구"
"무등현대미술관","광주 동구","24","광주광역시","24010","동구"
"무디따문화예술닻","강원 춘천시","32","강원도","32010","춘천시"
"무릎베개","경기 광주시","31","경기도","31250","광주시"
"무명서점","제주 제주시","39","제주특별자치도","39010","제주시"
"무명씨네","전북 전주시","35","전라북도","35010","전주시"
"무명회","경북 경주시","37","경상북도","37020","경주시"
"무모[MUMO]","경기 김포시","31","경기도","31230","김포시"
"무목적","서울 종로구","11","서울특별시","11010","종로구"
"무무 댄스컴퍼니","경기 광명시","31","경기도","31060","광명시"
"무미아트","충북 청주시","33","충청북도","33040","청주시"
"무버","서울 강동구","11","서울특별시","11250","강동구"
"무베누 즈크랩","경기 화성시","31","경기도","31240","화성시"
"무브먼트당당","서울 성북구","11","서울특별시","11080","성북구"
"무브먼트서울","서울 종로구","11","서울특별시","11010","종로구"
"무브온타악기앙상블","제주 제주시","39","제주특별자치도","39010","제주시"
"무브인댄스씨어터","대구 달서구","22","대구광역시","22070","달서구"
"무블출판사","서울 강남구","11","서울특별시","11230","강남구"
"무빈아트","경기 안성시","31","경기도","31220","안성시"
"무빙온마인드","충남 공주시","34","충청남도","34020","공주시"
"무빙채널 댄스 컴퍼니","경기 성남시","31","경기도","31020","성남시"
"무사이 dance company","서울 용산구","11","서울특별시","11030","용산구"
"무상의 오솔길","부산 연제구","21","부산광역시","21130","연제구"
