GRP_NM,LOCPLC_DC,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_CD_NM
"고성농요보존회","경남 고성군","38","경상남도","38340","고성군"
"고성도예예술촌","경남 고성군","38","경상남도","38340","고성군"
"고성미술협회","경남 고성군","38","경상남도","38340","고성군"
"고성평화지역아트센터사진동아리","강원 고성군","32","강원도","32400","고성군"
"고스트댄스그룹(GhostDanceGroup)","서울 은평구","11","서울특별시","11120","은평구"
"고스트컴퍼니","서울 강남구","11","서울특별시","11230","강남구"
"고신음악치료학회","부산 영도구","21","부산광역시","21040","영도구"
"고싸움놀이보존회","광주 남구","24","광주광역시","24030","남구"
"고양","서울 중구","11","서울특별시","11020","중구"
"고양 레이디스 싱어즈","경기 고양시","31","경기도","31100","고양시"
"고양두레풍물패","경기 고양시","31","경기도","31100","고양시"
"고양문화재단","경기 고양시","31","경기도","31100","고양시"
"고양소리회","경기 고양시","31","경기도","31100","고양시"
"고양송포호미걸이보존회","경기 고양시","31","경기도","31100","고양시"
"고양시도서관센터","경기 고양시","31","경기도","31100","고양시"
"고양안무가협회","경기 고양시","31","경기도","31100","고양시"
"고양오페라단","경기 고양시","31","경기도","31100","고양시"
"고양칸타벨오케스트라","경기 고양시","31","경기도","31100","고양시"
"고양필하모닉오케스트라","경기 고양시","31","경기도","31100","고양시"
"고양행주누리무용단","경기 고양시","31","경기도","31100","고양시"
"고양향토역사교실","경기 고양시","31","경기도","31100","고양시"
"고엑스온","서울 마포구","11","서울특별시","11140","마포구"
"고온","경기 남양주시","31","경기도","31130","남양주시"
"고온문화예술","서울 서대문구","11","서울특별시","11130","서대문구"
"고요서사","서울 용산구","11","서울특별시","11030","용산구"
"고요아침","서울 서대문구","11","서울특별시","11130","서대문구"
"고우","서울 동작구","11","서울특별시","11200","동작구"
"고운소리합창단","충북 청주시","33","충청북도","33040","청주시"
"고유","경기 안산시","31","경기도","31090","안산시"
"고유번호증 번호를 사업자등록증 번호로 변경","충북 청주시","33","충청북도","33040","청주시"
"고은소리","충북 제천시","33","충청북도","33030","제천시"
"고은포토1826","부산 동구","21","부산광역시","21030","동구"
"고은합창단","전북 군산시","35","전라북도","35020","군산시"
"고전문와예술연구회","경기 화성시","31","경기도","31240","화성시"
"고전음악","충북 청주시","33","충청북도","33040","청주시"
"고정희 기념사업회","전남 해남군","36","전라남도","36400","해남군"
"고즈윈(주)","서울 마포구","11","서울특별시","11140","마포구"
"고집센아이컴퍼니","서울 금천구","11","서울특별시","11180","금천구"
"고찌글라 기타 동호회","제주 서귀포시","39","제주특별자치도","39020","서귀포시"
"고창군청","전북 고창군","35","전라북도","35370","고창군"
"고창시맥회","전북 고창군","35","전라북도","35370","고창군"
"고창장애인자립생활지원센터","전북 고창군","35","전라북도","35370","고창군"
"고창전통놀이보존회","전북 고창군","35","전라북도","35370","고창군"
"고창전통자수","전북 고창군","35","전라북도","35370","고창군"
"고창학연구회","전북 고창군","35","전라북도","35370","고창군"
"고창한묵회","전북 익산시","35","전라북도","35030","익산시"
"고촌아트홀","경기 김포시","31","경기도","31230","김포시"
"고치놀락","제주 제주시","39","제주특별자치도","39010","제주시"
"고특컴퍼니","서울 강서구","11","서울특별시","11160","강서구"
"고향","서울 성동구","11","서울특별시","11040","성동구"
"고흥 문화원","전남 고흥군","36","전라남도","36350","고흥군"
"고흥군 문화도시센터","전남 고흥군","36","전라남도","36350","고흥군"
"고희안재즈","서울 송파구","11","서울특별시","11240","송파구"
"곡두환영","서울 서대문구","11","서울특별시","11130","서대문구"
"곡성한국화협회","전남 곡성군","36","전라남도","36320","곡성군"
"곡성한우리실버예술단","전남 곡성군","36","전라남도","36320","곡성군"
"골드락","충북 제천시","33","충청북도","33030","제천시"
"골드트리","제주 제주시","39","제주특별자치도","39010","제주시"
"골드필오케스트라","광주 북구","24","광주광역시","24040","북구"
"골든보이스 솔리스트 앙상블","경기 용인시","31","경기도","31190","용인시"
"골든브라스앙상블","제주 제주시","39","제주특별자치도","39010","제주시"
"골든에이지컴퍼니","서울 성북구","11","서울특별시","11080","성북구"
"골든에이지컴퍼니","서울 종로구","11","서울특별시","11010","종로구"
"골든에이지컴퍼니","서울 중구","11","서울특별시","11020","중구"
"골든코스컴퍼니","경기 고양시","31","경기도","31100","고양시"
"골든하모니","경북 경주시","37","경상북도","37020","경주시"
"골든핸즈가든","서울 종로구","11","서울특별시","11010","종로구"
"골든훼밀리","제주 제주시","39","제주특별자치도","39010","제주시"
"골목길사람들","경남 진주시","38","경상남도","38030","진주시"
"골목실험극장","대구 남구","22","대구광역시","22040","남구"
"골목한량","경기 시흥시","31","경기도","31150","시흥시"
"골방스튜디오","서울 강북구","11","서울특별시","11090","강북구"
"골벌사진동우회","경북 영천시","37","경상북도","37070","영천시"
"곰곰","서울 마포구","11","서울특별시","11140","마포구"
"곰곰나루","서울 양천구","11","서울특별시","11150","양천구"
"곰배령 문화예술단","강원 인제군","32","강원도","32390","인제군"
"곰스컴퍼니","대구 수성구","22","대구광역시","22060","수성구"
"곰아카데미","대구 남구","22","대구광역시","22040","남구"
"곱딱한바농","제주 제주시","39","제주특별자치도","39010","제주시"
"곱은달사진모임","제주 제주시","39","제주특별자치도","39010","제주시"
"곱을락","제주 제주시","39","제주특별자치도","39010","제주시"
"곳간","부산 사하구","21","부산광역시","21100","사하구"
"공-원","서울 서대문구","11","서울특별시","11130","서대문구"
"공.간.계","서울 중구","11","서울특별시","11020","중구"
"공간","충남 천안시","34","충청남도","34010","천안시"
"공간 구석으로부터","대전 동구","25","대전광역시","25010","동구"
"공간 그리고","인천 강화군","23","인천광역시","23310","강화군"
"공간 나.라","부산 수영구","21","부산광역시","21140","수영구"
"공간 듬","인천 미추홀구","23","인천광역시","23090","미추홀구"
"공간 서커스살롱","경기 광주시","31","경기도","31250","광주시"
"공간 소극장","부산 남구","21","부산광역시","21070","남구"
"공간 소극장","부산 수영구","21","부산광역시","21140","수영구"
"공간 이위","경기 양평군","31","경기도","31380","양평군"
"공간 일리","서울 종로구","11","서울특별시","11010","종로구"
"공간,아유르","경기 광명시","31","경기도","31060","광명시"
"공간222","서울 성북구","11","서울특별시","11080","성북구"
"공간3","경기 화성시","31","경기도","31240","화성시"
"공간·음향·예술","경기 부천시","31","경기도","31050","부천시"
"공간누보","제주 제주시","39","제주특별자치도","39010","제주시"
"공간사랑","경기 수원시","31","경기도","31010","수원시"
"공간서리서리","경기 남양주시","31","경기도","31130","남양주시"
"공간섬알","인천 강화군","23","인천광역시","23310","강화군"
